A_PageRank,A_follower_count,A_following_count,A_listed_count,A_mentions_received,A_retweets_received,A_mentions_sent,A_retweets_sent,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_PageRank,B_follower_count,B_following_count,B_listed_count,B_mentions_received,B_retweets_received,B_mentions_sent,B_retweets_sent,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3
0.0009841768,1445520,260,6737,52.1790895658,13.5647223441,3.4635613426,1.0621201723,2.7712700124,219,260.739726027,13653.173516,0.0013851036,102116,293,970,1729.45163398,763.659739323,30.8299766589,8.5683669217,93.3115713274,4067,12.3102694829,1636.37970381
0.0001487277,1221,313,105,0.3674625562,0.3674625562,0.1005033585,0.1005033585,0.1005033585,1,9,1096,0.0014345794,266407,1592,6734,660.897263062,297.090332679,28.2579999628,0.8396823434,20.7226649911,2376,66.3959899749,2706.10818713
0.0007821323,3367,465,351,12.6722381053,4.4662982575,5.8525133559,1.8512910383,5.288705196,51,239.37254902,6727.11764706,0.0005616399,1051,259,107,4.0884013851,1.6815202061,0.6187993416,0.1005033585,1.849248115,18,95.6666666667,1215.38888889
0.0010039536,100151,31383,4679,286.941738381,37.7999641202,6.6636151376,0.1005033585,8.464206735,758,120.195058518,4332.48504551,0.0009691331,14843,12352,867,48.5302706176,13.1948176686,17.8887517201,1.8480250135,13.9392783231,168,184.711764706,10791.7470588
0.0001487277,1221,313,105,0.3674625562,0.3674625562,0.1005033585,0.1005033585,0.1005033585,1,9,1096,0.0008486223,756715,12949,1311,38.2605222677,10.6975673388,12.8457932425,1.5842838557,12.1066615563,144,209.717241379,21496.5655172
0.0002829549,34463,29808,1689,15.4304976173,3.9840288049,8.2043311985,0.3324230437,6.9888149568,66,75.5303030303,1916.89393939,0.0004757849,33669,29327,883,128.414854027,23.9196306635,6.5562550178,0.3395221406,12.2922053818,228,72.7792207792,3492.19480519
0.0011256961,1205166,3329,378,55.7950098681,24.7160051856,1.5577792481,0.3347656668,2.5115363769,177,55.4833333333,62386.9166667,0.0013447052,117913,1299,9950,189.755229794,67.3102230393,11.2948306946,2.5672691674,10.9337661034,791,185.542032622,5535.93977415
0.0005042053,3722,285,103,17.1484351254,2.717532222,5.878963793,0.6108188394,3.5835955172,61,79.4032258065,5921.35483871,0.0009612472,65264,956,2672,226.763549906,72.1454053207,3.7816645324,2.0479372422,3.0637191965,887,68.7081930415,1766.30751964
0.0024146824,1352348,331,15647,19129.8486618,14552.7339915,2.0654180329,0.5809552537,16.2815024995,52580,3.0924476968,597.563636364,0.0021421655,631958,674,7522,614.96874489,329.330090956,4.0522789563,1.3405657729,12.3050354357,2536,35.838659392,2231.56897896
0.0003085387,10693,935,12,0.6344217539,0.3674625562,0.3674625562,0.1005033585,0.3674625562,2,50.5,3452.5,0.0006606005,9450,1511,470,28.3421055161,5.880138366,7.4443449145,1.1016899551,6.0830651,113,100.088495575,1885.67256637
0.0019713475,138235,780,1415,267.436511255,128.707882764,32.381551153,3.495342668,26.6084698024,852,27.4785631518,4345.21668598,0.000342766,3166413,276,603,1253.34542879,980.12092647,12.9634252305,2.3800180776,100.537796661,4801,7.9061738424,1694.6988221
0.0009834508,146298,49266,9392,146.311226579,84.4510189798,1.3083555275,0.1005033585,4.0358259366,600,54.802306425,1953.62602965,0.0012379008,723800,328,7257,1695.43019461,317.463664979,3.5810568194,1.8582262703,6.4840859489,5210,13.5984877127,1336.21361059
0.0009389757,85138,67047,5103,150.340456123,68.1173657547,5.4803489741,0.1005033585,71.8792737542,568,205.883275261,9580.39547038,0.0001655869,444,155,14,0.1005033585,0.1005033585,0.349326776,0.1005033585,0.349326776,0,0,0
0.0016246574,1706188,402,12138,837.580052302,93.569848167,7.6212593663,2.6090599903,4.8662709906,2597,21.2891013384,1937.63938815,0.000171333,3106,3232,47,4.12499755,2.5711128009,0.1005033585,0.1005033585,1.1090679786,17,5,531.944444444
0.0001811713,9512,12,213,52.1670684554,23.1822884278,0.3621500682,0.1005033585,6.8060452592,195,11.6785714286,564.040816327,0.0001368654,323,542,6,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.608280084,0,0,0
0.0020093227,221001,906,8613,3933.23800737,1574.38645056,0.3395221406,0.1005033585,12.7373300964,10560,42.9620782601,1498.35542337,0.0004915893,67736,30523,1948,48.7654171991,14.0291133209,12.2462332026,0.1005033585,9.0001037092,190,153.703125,4391.67708333
0.0010651803,125512,13701,10873,267.703832628,94.3880680445,10.9862864413,1.3602046494,11.1684045527,1063,229.764159703,6728.43082637,0.0011256961,1205166,3329,378,55.7950098681,24.7160051856,1.5577792481,0.3347656668,2.5115363769,177,55.4833333333,62386.9166667
0.0007494617,5751,909,413,22.3163323901,2.735937241,6.8251650567,1.0497947406,4.9147742867,88,310.75,8955.43181818,0.0015364307,1682535,1015,24553,406.752146874,275.93194543,6.6612080914,1.8062605472,5.7672669037,1660,171.575811209,10590.3946903
0.0008359305,78731,6212,1971,97.3958422434,57.1797678825,13.8436437887,1.7886359685,12.6607555142,378,59.9166666667,2026.7578125,0.0009612472,65264,956,2672,226.763549906,72.1454053207,3.7816645324,2.0479372422,3.0637191965,887,68.7081930415,1766.30751964
0.0009389757,85138,67047,5103,150.340456123,68.1173657547,5.4803489741,0.1005033585,71.8792737542,568,205.883275261,9580.39547038,0.0001883559,228,302,3,0.5839793876,0.1005033585,0.1005033585,0.1005033585,0.3621500682,2,166.5,11355
0.0013533992,282305,2114,1664,38.8128094277,14.1610399443,7.5188989033,0.8379415849,5.0101787474,168,379.311764706,32020.8117647,0.000340184,41765,185,1356,1529.64305757,282.858500112,76.8095144531,5.3921710955,104.438625475,3307,50.1320417288,3585.78986587
0.0006140305,53678,1751,496,191.438869699,62.7249449229,0.1005033585,0.1005033585,0.1005033585,599,15.1765676568,3087.46369637,0.0020982413,7360339,95,43590,12473.150064,9597.00107289,5.3239472928,1.3536235268,8.2662387278,46906,7.320319919,838.486589149
0.0003913424,1362,1054,24,7.0131517941,1.7269538504,5.0902975626,1.1015726349,3.0877832388,28,287.413793103,16722.2413793,0.0002738208,302,638,12,2.2348286901,0.7587849343,1.3956545714,0.1005033585,0.8775940862,10,80.1,1522.6
0.0009786623,462071,331717,890,201.098430037,136.251577298,0.1005033585,0.1005033585,0.1005033585,728,24.6338797814,2543.06010929,0.0001474079,279,40,15,0.2940435274,0.2940435274,0.1005033585,0.1005033585,0.1005033585,1,1,37
0.0004468618,130878,5409,378,14.4416640637,5.6737539819,0.8752136377,0.1005033585,26.1918930322,51,18.9019607843,4006.68627451,0.0003362777,9679,322,213,9.60716309,0.3102473647,0.1005033585,0.1005033585,0.1005033585,42,26.7619047619,1770
0.0008878343,22333,8875,1182,36.9219700501,5.3979733991,2.740253281,0.1005033585,2.5106762189,137,205.949275362,5175.4057971,0.0006769163,7659,769,183,30.6172758682,21.1606998229,4.7776857955,0.1005033585,4.0642060813,113,25.1315789474,1015.63157895
0.0005474302,10167,900,117,36.7309515474,8.7601806312,5.6262120834,0.8574066544,15.7678198014,137,33.8695652174,4078.99275362,0.0003486204,3081505,119234,316,19.1730199185,9.9495108032,0.1005033585,0.1005033585,0.1005033585,66,55.6417910448,17588.0597015
0.0011824542,1611042,936,10346,388.093281965,65.7190455264,2.0869613484,0.349326776,1.0963223981,1637,35.5006031363,3538.08926417,0.0024146824,1352348,331,15647,19129.8486618,14552.7339915,2.0654180329,0.5809552537,16.2815024995,52580,3.0924476968,597.563636364
0.0002455067,24437,279,52,12.3557961024,7.1442667563,2.1357673116,0.5993822414,4.6663647751,50,117.098039216,6075.88235294,0.0005208358,2651,2838,195,15.7581262211,5.3193543951,14.1782998085,1.3687795119,6.6216545612,60,89.0317460317,3293.31746032
0.0011256961,1205166,3329,378,55.7950098681,24.7160051856,1.5577792481,0.3347656668,2.5115363769,177,55.4833333333,62386.9166667,0.0008486223,756715,12949,1311,38.2605222677,10.6975673388,12.8457932425,1.5842838557,12.1066615563,144,209.717241379,21496.5655172
0.000224003,1271,1503,59,0.2979731768,0.2979731768,0.1005033585,0.1005033585,0.1005033585,1,0,12,0.0029353433,173872,2804,16328,346.547498255,85.7971306975,6.8129738838,1.3379152261,7.5746866876,1323,268.13298272,9307.21487603
0.0004104244,119001,119704,2266,63.6032615837,17.010681516,11.2328519009,0.1005033585,6.6288967245,206,167.913043478,6161.9178744,0.0009459762,1641075,695,14343,5237.29104892,1080.58372601,17.6361116683,3.3928299607,6.6222058641,15102,9.5836020267,1249.68052905
0.0001540735,127,36,2,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.34437519,0,0,0,0.0014345794,266407,1592,6734,660.897263062,297.090332679,28.2579999628,0.8396823434,20.7226649911,2376,66.3959899749,2706.10818713
0.0004511767,1043,81,40,2.7182813378,0.9324577381,0.1005033585,0.1005033585,0.1005033585,10,21.5,1412.3,0.0004468618,130878,5409,378,14.4416640637,5.6737539819,0.8752136377,0.1005033585,26.1918930322,51,18.9019607843,4006.68627451
0.0004774206,4363,221,165,7.3623019486,0.1005033585,4.0311423654,0.8607551071,2.5637208177,21,109.695652174,5559.86956522,0.002365419,480412,11948,16294,1795.52554643,685.575043835,4.5349874439,1.3181402227,15.8259155715,6867,60.8146619217,2695.61252669
0.0003133381,1043,974,31,0.1005033585,0.1005033585,1.1342695243,0.1005033585,1.6373493471,0,0,0,0.0020042021,1912232,33395,14891,38159.5386095,131.9544457,2.1732414024,0.6237967779,4.1431152428,21964,19.2453627508,1027.42097771
0.000714498,30426,1376,379,43.6753508777,11.8914622473,6.6349622524,2.606656885,14.0408582974,148,65.6535947712,15604.496732,0.0019019651,1404323,563,20057,967.720641729,579.431127684,4.4737984918,0.8056802321,6.2418059403,4027,57.6438389197,3201.29370629
0.0016122152,203788,1069,5439,1043.23595348,558.213656192,20.6436432941,1.3712078708,22.2313859611,3048,59.9643782383,1554.07610104,0.0006686534,627949,150866,6820,246.40384554,74.7054295201,21.2609389965,1.3206810342,15.2780657745,683,235.787264834,11977.0434153
0.0022916658,78083,679,3680,165.594483553,89.1431564125,5.1862668448,2.4168313702,7.1793637855,682,82.9869565217,3777.76666667,0.0020163053,8168488,76,25928,2821.69423405,787.511274161,2.6052106632,0.5833695849,2.3816871119,9896,11.9771359807,2056.46159246
0.0006650074,25360,20872,461,1.4825932255,0.716815998,1.083654212,1.083654212,2.5327443818,7,228.571428571,9940.71428571,0.0001757424,25195,1443,15,1.6611637358,0.1005033585,0.3543788993,0.3543788993,5.0628163375,4,6,6531
0.0005297341,8120,710,959,7.3686429024,2.088374797,1.5987978599,0.5958120124,1.3328494442,29,205.533333333,4302.46666667,0.0006359682,49326,42259,1446,0.4523399003,0.275537618,0.1005033585,0.1005033585,0.1005033585,2,43,1651.5
0.0017318299,2745543,7828,22729,349.819625135,107.081021087,0.6040911504,0.1005033585,2.3922013421,1359,55.718228032,3705.91648511,0.0010291836,185616,1001,15117,266.013873916,54.3452304246,13.1119037493,0.3347656668,13.6651725665,928,172.986228814,5321.64618644
0.0012379008,723800,328,7257,1695.43019461,317.463664979,3.5810568194,1.8582262703,6.4840859489,5210,13.5984877127,1336.21361059,0.0002265439,16978,6715,451,0.3324230437,0.1005033585,0.1005033585,0.1005033585,3.3429985107,1,130,2874
0.0005294988,5941,1615,278,39.5895711782,3.8664530784,1.5159530712,0.1005033585,1.2816907629,116,63.9915254237,2503.94915254,0.0003375196,3892,4333,43,0.2979731768,0.1005033585,0.1005033585,0.1005033585,1.0835292925,1,0,1
0.0029353433,173872,2804,16328,346.547498255,85.7971306975,6.8129738838,1.3379152261,7.5746866876,1323,268.13298272,9307.21487603,0.0019019651,1404323,563,20057,967.720641729,579.431127684,4.4737984918,0.8056802321,6.2418059403,4027,57.6438389197,3201.29370629
0.0004767412,3171023,5171,31522,1111.08266816,405.552681196,4.8504863254,0.1005033585,4.4014960851,4951,19.441874028,2256.54024106,0.000425441,3042715,3811,32579,1951.52822645,890.613211633,1.3725736842,0.1005033585,2.8810770675,7855,33.0857468066,2423.98912356
0.0010039536,100151,31383,4679,286.941738381,37.7999641202,6.6636151376,0.1005033585,8.464206735,758,120.195058518,4332.48504551,0.0019151912,57840,27137,5245,271.759860328,35.9558041591,13.0793877781,0.1005033585,12.6428812457,890,294.170731707,8733.9767184
0.0010971951,44027,113,2344,45.2042215224,20.3689668816,1.1161583623,0.1005033585,0.8597184221,188,112.191489362,2122.70212766,0.0002152845,794,892,32,1.336914175,0.3621500682,1.0592125586,0.3371319527,0.8225839644,4,0,68.5
0.0005165761,20542,635,142,10.99055651,1.4546567443,1.0957970285,0.5981501935,2.0777180339,40,35.4523809524,2758.52380952,0.0012367014,58090,6,2963,98.9542408593,27.7975963377,0.7962624141,0.3324230437,0.3324230437,430,241.68045977,8490.30114943
0.0010261707,265258,209,551,631.915946309,457.648549848,5.4609854877,0.1005033585,7.4981264982,2603,3.8263138278,506.692135669,0.000303306,708,631,26,18.7767030699,5.9996805926,7.7479194756,4.967946648,10.6918784986,52,33.2075471698,876.433962264
0.0017331527,126738,779,4115,171.819555176,37.2942852658,4.411322664,1.5302224925,4.2028825849,690,126.044159544,3627.96866097,0.0001474079,279,40,15,0.2940435274,0.2940435274,0.1005033585,0.1005033585,0.1005033585,1,1,37
0.001806643,828774,904,13109,374.369869253,95.2745611912,2.5732139103,1.5873965892,2.3141836677,1539,53.4888035829,3771.86308381,0.0001540735,127,36,2,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.34437519,0,0,0
0.0016990566,120772,468,6248,660.384085815,145.539331294,5.02997589,2.3138901451,6.3051161185,2302,60.5965884861,2013.16460554,0.0006606005,9450,1511,470,28.3421055161,5.880138366,7.4443449145,1.1016899551,6.0830651,113,100.088495575,1885.67256637
0.0015282186,2280149,373178,17619,799.231536917,227.591936211,1.0895431621,1.0895431621,2.5616682259,2814,26.3027234637,1945.46124302,0.0004350429,2662235,824,74528,4477.89835361,1748.8717326,16.4247061717,0.1005033585,16.671041355,14301,57.8186710826,2274.40184917
0.0012491964,541611,2140,10406,2418.36985923,981.459888729,13.9255848212,0.1005033585,32.9730239162,8550,59.1202267994,4861.41090025,0.0003521881,7157,73,82,8.6914320942,2.6421320083,0.3468385418,0.1005033585,2.5939236841,31,29.4838709677,4767.29032258
0.000340184,41765,185,1356,1529.64305757,282.858500112,76.8095144531,5.3921710955,104.438625475,3307,50.1320417288,3585.78986587,0.0021421655,631958,674,7522,614.96874489,329.330090956,4.0522789563,1.3405657729,12.3050354357,2536,35.838659392,2231.56897896
0.0001823805,1772,294,67,2.4347859248,0.3232844828,0.3518401439,0.3518401439,0.5908589259,9,193.888888889,3475.66666667,0.0007354797,1883,1263,152,16.3170672753,11.8928533258,0.1005033585,0.1005033585,11.9344782418,44,51.4772727273,1583.06818182
0.000332631,1271386,7081,9041,847.474867563,178.781710136,2.2740603606,0.1005033585,1.3055226231,3063,37.8702860858,4686.50650195,0.0018065803,1891961,302,56637,1595.79523221,808.303928523,2.4765417522,1.0518461562,7.4628849399,5950,66.6419098143,2917.68252653
0.0004633436,1433,249,113,0.3395221406,0.1005033585,0.3595336011,0.1005033585,0.8672846826,1,0,0,0.0005825785,5996,906,192,15.0502080114,3.3308283763,0.8371689755,0.349326776,0.588345558,68,50.6470588235,1483.98529412
0.0003743438,103607,53468,3137,48.048702113,25.0929446732,0.1005033585,0.1005033585,0.1005033585,203,30.0931372549,3217.36764706,0.0022315955,163145,906,4475,182.175568401,78.0432023746,11.6076680412,3.59001979,9.6051545207,688,82.9386590585,1809.65049929
0.0024146824,1352348,331,15647,19129.8486618,14552.7339915,2.0654180329,0.5809552537,16.2815024995,52580,3.0924476968,597.563636364,0.0001582427,254,534,1,3.4536485166,0.2773056408,0.8104847511,0.3419364717,1.2766667445,12,6.75,573.916666667
0.0009616779,158467,154157,1590,299.60787906,80.1902863889,0.1005033585,0.1005033585,0.1005033585,791,122.252801993,11514.8119552,0.0010855176,488553,38857,6666,44.9295850425,5.1435657728,2.299665752,0.5714418257,2.2972755642,170,396.432748538,14225.1754386
0.0004323092,690,394,45,4.2958374766,0.9711768125,2.0779581008,0.1005033585,1.111632378,18,91.8888888889,1146,-3.03138E-005,16,37,0,0.2882951908,0.2703389255,0.1005033585,0.1005033585,0.1005033585,2,56,1298
0.0010261707,265258,209,551,631.915946309,457.648549848,5.4609854877,0.1005033585,7.4981264982,2603,3.8263138278,506.692135669,0.0001690455,1354,375,22,12.8553419711,6.2141995443,3.2266005052,1.5378835392,3.2514564759,35,43.3142857143,1991.17142857
0.0001279863,128,114,10,0.5270140526,0.1005033585,0.1005033585,0.1005033585,0.1005033585,2,0,0.5,0.0003507741,238,214,26,1.7335002244,0.3395221406,1.3956545714,0.1005033585,1.6573012811,7,196.571428571,2904.28571429
0.0007013808,7554,1711,181,21.6018659681,3.5816611274,6.7646570426,1.1197266986,4.5632463243,85,48.5,1993.62790698,0.0001635495,697,14,37,20.6191476341,12.3688453917,7.783152957,3.6981954875,11.3782884267,54,47.2181818182,790.636363636
0.0010601735,823481,2667,13252,87.6076556937,28.673226189,6.6549459,2.6157942028,5.0487477794,351,58.414084507,3523.25070423,0.000697231,224146,272,6190,56.7252801893,11.8540570388,0.1005033585,0.1005033585,5.7829787543,211,54.9252336449,7211.6635514
0.001690545,470926,322,7095,1005.88841255,440.824681207,6.1969294162,2.8976662377,17.971280338,3999,39.0667986145,2468.15141019,0.000964779,804394,1370,15143,6881.48299573,5013.64229512,22.683131263,2.3855379735,18.4209811988,23958,21.3249876868,1413.82539813
0.0003362777,9679,322,213,9.60716309,0.3102473647,0.1005033585,0.1005033585,0.1005033585,42,26.7619047619,1770,0.0012650965,298668,551,6209,493.256379358,206.660552171,4.115212281,0.8545391021,3.0754628095,2021,75.9700980392,3865.44656863
0.000332631,1271386,7081,9041,847.474867563,178.781710136,2.2740603606,0.1005033585,1.3055226231,3063,37.8702860858,4686.50650195,0.0017231717,1780218,2,42873,1876.31019123,1294.35747311,2.5936912948,1.8034653736,4.8403172643,5373,67.329281768,3894.4985267
0.0010601735,823481,2667,13252,87.6076556937,28.673226189,6.6549459,2.6157942028,5.0487477794,351,58.414084507,3523.25070423,0.0008486223,756715,12949,1311,38.2605222677,10.6975673388,12.8457932425,1.5842838557,12.1066615563,144,209.717241379,21496.5655172
0.0003697097,1209835,3,12226,86.8200838396,18.4581095795,0.1005033585,0.1005033585,0.1005033585,390,36.5255102041,2729.60969388,0.0013931704,2774790,20342,15836,5088.57716465,6.1830806789,0.8104606078,0.3395221406,1.0817573066,18549,4.7813390696,454.967894595
0.0019063206,454514,1479,5187,455.180615236,293.839558332,30.1880543966,0.1005033585,21.0631964465,1793,159.00596206,5756.67913279,0.0006820123,20288,1568,655,34.2837900328,21.3172019582,1.3479674658,0.6007140826,1.3659218883,157,85.5786163522,1928.50314465
0.0014252405,23230,495,826,118.052431863,56.6682926506,6.373205373,0.8407197447,9.8270049445,466,105.210638298,3589.00425532,0.0005297341,8120,710,959,7.3686429024,2.088374797,1.5987978599,0.5958120124,1.3328494442,29,205.533333333,4302.46666667
0.0001474079,279,40,15,0.2940435274,0.2940435274,0.1005033585,0.1005033585,0.1005033585,1,1,37,0.0003137911,177796,0,6870,9.1483841077,5.3226945927,0.1005033585,0.1005033585,0.1005033585,42,66.619047619,1681.23809524
0.000417773,1294,431,44,0.5552041679,0.1005033585,0.1005033585,0.1005033585,0.5959620807,2,836,11447.5,0.0005402078,125438,983,4074,55.1372659579,23.4461396366,2.251398297,0.1005033585,7.2079084546,239,217.241666667,6466.73333333
